date,kategori,title,mksa,isi
5/3/2022,Kesehatan,"Tidak hanya vaksin, vitamin juga bisa disuntik lho","Intinya… Selain makan buah dan sayur serta multivitamin, ada juga cara lain untuk mencukupi kebutuhan vitamin sehari-hari.","Pentingnya vitamin bagi kesehatan tubuh kita rasanya telah menjadi pengetahuan umum. Konsumsi vitamin melalui makanan sehari-hari maupun kapsul sudah menjadi keharusan bagi banyak orang. Akan tetapi, tahukah kalian kalau vitamin bisa diberikan melalui suntikan? Menurut manajer senior kesehatan Kalbe, dr. Esther Kristiningrum, kebutuhan vitamin sehari-hari bisa terpenuhi dengan menyantap buah dan sayur dalam porsi yang cukup. Tapi, proses memasak yang kurang tepat dapat merusak kandungan vitamin dalam bahan-bahan makanan tersebut. Selain itu, efisiensi proses bahan makanan sistem pencernaan kita tidak sempurna. Oleh karena itu, untuk menjamin kecukupan jumlah vitamin, terutama untuk mereka yang sibuk, banyak pula orang yang mengkonsumsi tablet multivitamin. Selain cara-cara diatas, vitamin juga dapat diberikan melalui suntikan. Melalui injeksi langsung kedalam pembuluh darah, vitamin yang masuk bisa digunakan seutuhnya. Untuk mereka yang masalah pencernaan, cara ini sangat baik karena tidak membebani sistem pencernaan. Adapun juga cara ini bisa membantu pemantauan terhadap kondisi tubuh, karena harus dijalankan oleh petugas medis. Akan tetapi, ada beberapa kelemahan dari metode ini. Metode suntik ini jauh lebih mahal bila dibandingkan dengan cara-cara lain. Misalnya, menurut Alodokter, harga rata-rata untuk suntik vitamin C berada di kisaran 200-375 ribu per sesi di rumah sakit swasta. Selain itu, dosis yang tinggi juga menjadikan cara ini kurang cocok untuk pasien dengan penyakit ginjal, gangguan jantung, atau sedang hamil. Seperti kata pepatah, banyak jalan menuju Roma. Banyak pula jalan untuk memastikan vitamin dalam tubuh selalu cukup. Yang terpenting adalah jangan berlebihan, jangan pula kekurangan."
6/3/2022,Finansial,"Penelitian tentang hubungan antara manusia dan hewan peliharaannya semakin banyak selama pandemi, ini hasilnya!","Intinya... Memiliki hewan peliharaan tentu krusial untuk menjaga pikiran tetap positif saat isolasi interaksi sosial yang terjadi selama masa pandemi, namun bila kita memiliki tanggungan lain, hal sebaliknya bisa terjadi.","Banyak dari kita mengandalkan hewan peliharaan kita untuk mencerahkan suasana hati kita dan meredakan ketegangan selama tekanan pandemi yang mengepul selama dua tahun terakhir. Penelitian tentang ikatan antara hewan peliharaan-manusia telah berkembang pesat selama pandemi, dan penelitian menunjukkan bahwa pemilik hewan peliharaan sering mengatakan bahwa hewan peliharaan mereka telah mengurangi kesepian, memberikan dukungan emosional yang sangat dibutuhkan dan memiliki dampak keseluruhan yang positif pada kesehatan mereka. Tetapi ketika sampai pada sains definitif tentang peran yang dimainkan hewan peliharaan selama pandemi, pesannya masih belum jelas. ""Ini semacam campuran baik dan buruk, jujur. Pemilik hewan peliharaan merasakan dampak positif, tetapi ketika Anda benar-benar mengukur tingkat stres atau gejala depresi mereka, Anda tidak melihat efek apa pun, (yang menunjukkan rendahnya tingkat stres)"" kata ilmuwan perkembangan Megan Mueller, yang ikut mengarahkan penelitian tersebut. Tufts Institute for Human-Hewan Interaction dan memimpin Lab Tufts Pets and Well-Being. Sejumlah penelitian menemukan hasil kesehatan yang menguntungkan bagi pemilik anjing yang lebih sering berjalan-jalan dan menghabiskan waktu di luar. Tetapi penelitian lain menemukan pemilik hewan peliharaan memiliki stres yang lebih tinggi dan lebih banyak depresi daripada pemilik non-hewan peliharaan. Itu mungkin dijelaskan oleh keadaan unik individu, kata Mueller, yang saat ini sedang mempersiapkan tinjauan sistematis penelitian hewan peliharaan pandemi untuk dipublikasikan. ""Jika Anda adalah seseorang yang tinggal sendirian dan terisolasi secara sosial selama pandemi, memiliki hewan peliharaan mungkin sangat penting,"" kata Mueller, yang merupakan profesor di Cummings School of Veterinary Medicine di Tufts University. Namun Ia juga menambahkan ""Jika Anda adalah orang tua dari anak-anak dan Anda menangani pekerjaan, sekolah virtual, dan penitipan anak, Anda mungkin tidak memiliki kebutuhan interaksi sosial yang sama dan beban merawat hewan peliharaan mungkin lebih tinggi."" Jadi ini benar benar tergantung dari situasi individu, serta apakah individu tersebut terisolasi secara interaksi sosial. Kondisi ekonomi juga mempengaruhi tingkat kebahagiaan hubungan manusia dengan hewan peliharaannya. Banyak keluarga berpenghasilan rendah yang terjebak dalam ketidakpastian ekonomi selama dua tahun terakhir mungkin tidak memiliki sarana untuk menyediakan perawatan hewan dan perawatan lain yang dibutuhkan untuk hewan mereka – apalagi diri mereka sendiri dan keluarga mereka. Penelitian baru tentang peran hewan peliharaan selama pandemi diterbitkan setiap hari, kata Mueller, dan dia berharap sains akan dapat mengungkap beberapa nuansa bagaimana hewan peliharaan kita membantu kita selama masa yang belum pernah terjadi sebelumnya ini."
6/3/2022,Finansial,Harga Emas capai 1 Juta per Gram bikin rencana kedepan,"Intinya… Harga emas mengalami kenaikan dan mencapai 1 juta per gram, sehingga bisa menjadi pilihan investasi yang perlu dipertimbangkan karena termasuk aset yang aman dan memiliki risiko yang bisa di-manage jika punya tujuan investasi yang jelas.","Harga produksi PT Aneka Tambang atau Antam mengalami kenaikan sebesar Rp15.000. Kenaikan ini membuat harga emas hari ini berada di level Rp1,05 juta per gram. Sementara itu, harga jual kembali atau buy back juga mengalami kenaikan sebesar Rp17.000. Dengan demikian, harga buy back emas Antam saat ini adalah Rp912 ribu per gram. 1. Harga emas batangan Antam dalam pecahan lain Berikut ini harga emas batangan Antam per hari ini dalam pecahan lain: Harga emas 0,5 gram: Rp552,5 ribu; 1 gram: Rp1,05 juta; 2 gram: Rp1,950 juta; 3 gram: Rp2,9 juta; 5 gram: Rp4,8 juta; 10 gram: Rp9,545 juta; 25 gram: Rp23,737 juta; 50 gram: Rp47,395 juta; 100 gram: Rp94,712 juta. Harga jual emas tersebut belum termasuk Pajak Penghasilan (PPh) 22 atas emas batangan sebesar 0,45 persen bagi pemegang Nomor Pokok Wajib Pajak (NPWP). Bagi pembeli yang tidak menyertakan NPWP memperoleh potongan pajak lebih tinggi sebesar 0,9 persen. 2. Emas jadi aset aman investasi Emas bisa menjadi instrumen yang sangat berguna untuk mendiversifikasi portofolio investasi. Selain karena merupakan logam mulia yang banyak diminati, nilai emas juga cenderung bertolak belakang dengan aset investasi lain seperti ekuitas atau properti. Dengan demikian, di saat harga saham atau properti turun, nilai emas kemungkinan besar akan naik sehingga investor yang telah mendiversifikasi investasinya ke emas bisa bernapas lega karena tidak semua aset yang dimilik melemah nilainya. Emas juga bisa disebut sebagai asuransi untuk portofolio seorang investor, sehingga setiap investor setidaknya harus mengalokasikan sekitar 5 hingga 15 persen dari portofolio mereka untuk investasi terkait emas. 3. Tentukan dulu tujuan investasimu sebelum membeli emas Berinvestasi emas sering kali menjadi pilihan, terutama bagi para investor konservatif. Selain mudah, investasi emas juga cenderung aman. Sebab, risiko yang dimiliki tidak setinggi investasi pada instrumen saham. Nah, sebelum kamu memulai investasi, tentukan lebih dulu apa tujuan investasimu. Jika investasi untuk jangka pendek, tentu instrumen emas tidak cocok karena ada selisih harga jual dan harga beli. Alih-alih untung, kamu bisa merugi. Sebaliknya, jika kamu berinvestasi untuk jangka panjang, emas jadi instrumen yang cocok. Sebab, kamu akan mendapatkan keuntungan yang cukup signifikan."
6/3/2022,Teknologi,"SAMSUNG MENGHENTIKAN PENGIRIMAN CHIP, PONSEL, DAN ELEKTRONIK SECARA KESELURUHAN KE RUSIA!",Intinya… Samsung mengikuti jejak Apple dan Elon Musk untuk menghentikan bisnisnya di Rusia secara semenntara menyikapi agresi militer Rusia ke Ukraina.,"Perusahaan asal Korea Selatan, Samsung menghentikan sementara pengiriman smartphone dan chipset ke Rusia. Menurut Bloomberg, perusahaan secara aktif memantau situasi yang kompleks yang sedang terjadi antara Rusia dan Ukraina. Yang artinya dalam waktu dekat, pelanggan Rusia tidak dapat lagi menemukan Produk Samsung di rak toko, termasuk elektronik dan Smart TV. Ketegangan telah meningkat dalam bentuk eksponensial Jumat lalu. Pasukan Rusia telah menyerang pembangkit listrik tenaga nuklir di bagian tenggara negara itu. Ini telah menimbulkan kekhawatiran tentang perang. Bagaimanapun, itu dapat dengan mudah memulai bencana dengan konsekuensi yang lebih besar daripada yang pernah dialami Chernobyl. Mengingat hal ini, UE, AS, dan Inggris memperkuat daftar sanksi untuk mengisolasi negara tersebut. Rusia hampir terisolasi di departemen keuangan, ekonomi, dan teknologi. Sejauh ini, hanya pemerintah China yang masih menentang sanksi terhadap negara tersebut. Menjelang pengumuman Samsung, wakil perdana menteri Ukraina, Mykhailo Fedorov, mengirim surat kepada wakil ketua Samsung Han Jong-hee. Jika Anda ingat, politisi itu juga mengirim pesan ke kepala Apple Tim Cook, dan Elon Musk dari Starlink. Kedua perusahaan telah mendukung Ukraina, dengan yang terakhir menawarkan beberapa satelitnya agar internet tetap berfungsi di Ukraina. Kembali ke intinya, wakil perdana menteri mendesak Samsung untuk sementara waktu menghentikan pasokan layanan dan produk ke Rusia."
7/3/2022,Kesehatan,"Viral, Ini Alasan Fresh Oyster Bahaya Dikonsumsi Sembarangan","Intinya... Fresh Oyster emang enak sihh… Tetapi, makanan mentah seperti ini sangat rawan jika tidak diolah dengan baik sebelum dikonsumsi. Jangan sampai, alih-alih mau makan enak malah jadi masuk rumah sakit!!","Fresh oyster baru-baru ini tengah ramai diperbincangkan. Makanan yang dikonsumsi dalam kondisi mentah alias tidak dimasak dulu ini biasanya disajikan hanya dengan perasan jeruk. Sayangnya, oyster atau tiram yang disajikan mentah ini sama sekali tidak dianjurkan, lho! Baru-baru ini neziten dunia maya sedang dihebohkan oleh peringatan bahaya mengonsumsi tiram secara mentah. Persoalan ini menjadi ramai usai banyaknya netizen yang turut buka suara mengalami keracunan setelah mengonsumsi kerang mentah. Salah satu alasan dibaliknya kasus keracunan kerang mentah tersebut tidak lain disebabkan karena kualitas penyajian oyster yang salah. Pasalnya, kerang-kerang tersebut biasanya akan dibiarkan terpajang bebas di ruangan dan hanya disimpan di atas balok. Padahal, oyster yang tidak disimpan dalam suhu yang baik akan mati. Oyster yang sudah mati ini sudah tidak bisa dikonsumsi lantaran telah mengeluarkan sebuah zat beracun, pPenyimpan yang tidak sesuai standar itu juga membuat oyster rentan terkontaminasi virus dan bakteri yang bisa mengganggu kesehatan. Bakteri dan parasit yang berkembang pada daging ikan mentah yang tidak segar dan dapat menyebabkan keracunan. Selain itu, salah satu akun TikTok @princedache juga ikut mengomentari soal konsumsi oyster mentah yang lagi ramai diperbincangkan ini. Netter ini mengungkap jauhnya perbedaan standar penjualan kerang di Indonesia dan Dubai. Di Dubai sendiri, restoran yang menjual kerang mentah harus telah memiliki sertifikat. Sertifikat tersebut menjelaskan mulai dari cara penyimpanan oyster tersebut, suhu penyimpanan, grade oyster, hingga peralatan yang digunakan oleh sebuah restoran. Lalu, bagaimana solusi agar kita tetap bisa menikmati seafood yang lezat ini? Jangan makan tiram mentah atau setengah matang Hal ini dapat mengurangi tingkat vibriosis pada tiram, tetapi tidak menghilangkan semua kuman berbahaya. Orang yang lebih mungkin terkena vibriosis tidak boleh makan tiram mentah atau setengah matang. Pisahkan makanan laut yang matang dengan makanan laut mentah Hal ini untuk menghindari terjadinya kontaminasi. Cuci tangan Anda dengan sabun dan air sebelum dan setelah memasak Pesan terakhir buat para readers, makanan mentah seperti ini sangat rawan jika tidak diolah dengan baik sebelum dikonsumsi. Jangan sampai, alih-alih mau makan enak malah jadi masuk rumah sakit!!"
7/3/2022,Finansial,Auto Cuan dengan IPO Nanotech ?,"Intinya… PT Nano Herbaltama Internasional (NHI) yang merupakan anak perusahaan PT Nanotech Indonesia Global Tbk (NIG) akan berencana melantai Bursa Efek Indonesia (BEI) pada Maret 2022 dengan melepas 1.285.000.000 saham atau setara dengan sekitar 29,99% dari milik perusahaan dengan harga Rp 100 per saham atau Rp 10.000 per lot.","Halo teman - teman PukulEnam! Kayaknya buat temen - temen yang sering belajar saham dan crypto udah gampang ya melihat potensi yang bisa diambil sekarang - sekarang ini. Dengan ada nya perang antara Rusia dan Ukraina, terdapat banyak sekali kesempatan, apalagi bila dilihat dari segi komoditas, baik dari emas, nikkel, hingga batu bara. Tapi kali ini kita akan bahas satu sektor yang rasanya sudah hilang di permukaan dikarenakan oleh berita - berita perang ini. Yak, benar sekali, sektor kesehatan, harusnya sih teman - teman udah ga asing lagi ya dengan sektor ini. Pada tahun 2020 ketika pertama kali diumumkan kasus pertama COVID-19, IHSG semakin hari semakin turun, hingga mencapai level terendah, yaitu hingga di 3936. Salah satu sektor yang bertahan dalam kehancuran market itu adalah sektor kesehatan. Kesempatan dan potensi yang sama terlihat pula di saat ini. Melihat naiknya kasus pada COVID-19, terutama pada varian terbaru yaitu Omicron. ""Pada masa pandemi COVID-19, permintaan terhadap produk-produk untuk meningkatkan imunitas dan pencegahan penyakit meningkat relatif tinggi, salah satunya permintaan terhadap produk propolis,"" ujar Komisaris Utama PT Nanotech Indonesia Global Tbk (NIG), Nurul Taufiqu Rochman, dalam keterangan tertulis, Minggu (6/3/2022). PT Nano Herbaltama Internasional (NHI) yang merupakan anak perusahaan PT Nanotech Indonesia Global Tbk (NIG) dan NHI memiliki satu pabrik yang memiliki fasilitas Cara Pembuatan Obat Tradisional yang Baik (CPOTB) di Jawa Barat. Hal ini dianggap menjadi jendela omset yang dapat mencapai milliaran. ""Omzet propolis cukup tinggi, potensinya bisa mencapai Rp 20 miliar per tahun, sedangkan metode produksi berbasis riset Nanoteknologi tersebut berpotensi untuk dipatenkan yang akan berlaku selama 20 tahun,"" kata Nurul. Tentunya, hal ini didasarkan oleh prospek pertumbuhan ekonomi dan teknologi Indonesia di kemudian hari. ""Pada masa mendatang, permintaan di sektor kesehatan, farmasi dan kecantikan akan terus meningkat sejalan dengan kebangkitan perekonomian Indonesia menyongsong negara maju,"" kata Nurul. NIG berencana melantai bursa pada Maret 2022 dengan mekanisme penawaran umum perdana atau IPO dengan kode saham NANO. NIG berencana untuk melepaskan dengan melepas 1.285.000.000 saham atau setara dengan sekitar 29,99% dari perusahaan tersebut dan tentunya dengan harga Rp 100 per saham atau Rp 10.000 per lot. Dana yang didapat dari penawaran umum ini diperkirakan mencapai Rp 128,5 miliar. Nah kira - kira bagaimana dengan dana yang didapat dari bursa? ""Dana yang terhimpun untuk meningkatkan kinerja perseroan, termasuk untuk lini usaha farmasi dan obat herbal,"" ujar Suryandaru, Direktur Utama Nanotech Indonesia Global. Dengan melihat prospek dari perseroan, sebesar Rp 16,7 miliar dana dari hasil IPO akan digunakan untuk keperluan modal berupa mesin dan perlengkapan yang akan digunakan oleh NIG dalam pelayanan teknologi kesehatan, kosmetik, dan farmasi. Tentunya tak lupa untuk pengembangan perusahaan sendiri. Nah, sekarang, bagaimana menurut teman - teman sendiri? Keknya bakal cuan ga sih kalau beli NANO pas IPO?"
7/3/2022,Teknologi,Samsung M23 dan M33 Punya Kamera Boba ? Yuk simak reviewnya,"Intinya… Samsung sudah merilis dua ponsel baru yaitu M23 dan M33. untuk kedua ponsel ini sudah dilengkapi dengan kamera belakang yang mempunyai desain yang mirip dengan iphone. Perbedaan yang ada diantara kedua ponsel ini adalah baterai, resolusi kamera dan spesifikasi internal.","Samsung belum lama ini merilis dua ponsel baru dari galaxy seri M, yaitu M23 dan M33. Kedua ponsel ini sudah muncul di dalam situs resmi perusahaannya. Desain dari kedua ponsel bisa dibilang mirip karena kedua ponsel hadir dengan layar berponi berjenis tetesan air. Ditambah lagi, ponsel ini diberi kamera belakang yang mirip seperti Iphone yaitu kamera dengan desain “boba”. Kedua ponsel ini juga memiliki ukuran layar yang sama yaitu layar TFT 1080p 6,6 inci dan kamera utama 50mp. Lalu apa perbedaan kedua ponsel baru ini ? Berikut adalah perbedaan kedua samsung galaxy M23 dan M33 . Samsung galaxy M33 mempunyai keunggulan di baterai ketimbang dengan Samsung galaxy M23. Baterai yang terdapat pada samsung galaxy M33 adalah 6000 mAh sedangkan baterai pada samsung galaxy M23 adalah 5000 mAh. Oleh karena itu, dimensi galaxy M33 bisa dibilang cukup besar yaitu 165,4 x 76,9 x 9,4 mm dan bobot 215 gram. Untuk kamera, galaxy M33 dilengkapi dengan empat kamera belakang. Spesifikasi kamera tersebut mempunyai kamera utama 50 MP (f/1.8), ultra wide 5 MP (f/2.2), sensor kedalaman 2 MP (f/2.4) dan sensor makro 2 MP. Untuk resolusi kamera depannya sendiri adalah 8 MP (f/2.2). Sedangkan galaxy M23 hanya memiliki tiga kamera belakang tetapi untuk spesifikasinya mencakup resolusi 50 MP (f/1.8) sebagai kamera utama, ultra wide 8 MP (f/2.2) dan sensor kedalaman 2 MP (f/2.4). Untuk kamera depan, Galaxy M23 menyediakan kamera beresolusi 8 MP (f/2.2). Dalam sisi internal spesifikasinya, M33 dan M23 akan menggunakan chipset yang mirip yaitu processor octa-core yang membedakan kedua chip ini adalah clockspeed. M33 memiliki clockspeed sebesar 2,4 GHz dan 2 GHz, sedangkan clockspeed pada M23 adalah 2,2 GHz dan 1.8 GHz. Untuk internal memori, M33 menyediakan dua opsi RAM/penyimpanan, yaitu 6/128 GB dan 8/128 GB. Memori internalnya dapat diperluas hingga 1 TB menggunakan microSD. Sementara M23 ditunjang dengan RAM berkapasitas 4GB dan memori internal 128 GB dan untuk penyimpanannya dapat ditambah menggunakan microSD hingga 1 TB. Fitur lain yang terdapat dalam kedua ponsel ini adalah jaringan 5G, sensor fingerprint, serta fitur keamanan Samsung Knox. Ponsel ini juga berjalan dengan sistem operasi Android 12 dan antarmuka (UI) One UI 4.1."
8/3/2022,Teknologi,"Samsung diserang hacker, 200 GB data bocor","Intinya...Samsung baru saja dibobol oleh grup yang bernama Lapsus$. Grup ini berhasil meretas data milik Samsung dan menyebarkan data ini ke dalam telegram dalam bentuk torrent. Data yang dibobol adalah sumber kode, data operasi, data rahasia, dan algoritma pembuka kunci biometrik.","Setelah kemarin mendapat info tentang rilis ponsel baru, Samsung telah mengkonfirmasi bahwa telah mengalami serangan hacker yang mengakibatkan kebocoran data sebesar 200 Gigabyte. Ditambah lagi, kebocoran data ini juga mencakupi sumber kode dari galaxy smartphones dan algoritma pembuka kunci biometrik. Sebuah grup hacker bernama Lapsus$, yang juga pernah membobol NVIDIA, mengaku kalau mereka yang berhasil membobol samsung. Mereka juga berhasil mendapatkan sumber kode yang biasanya digunakan oleh Samsung untuk melakukan operasi sensitif, algoritma untuk semua operasi buka kunci biometrik, dan kode sumber bootloader untuk semua perangkat Samsung Galaxy terbaru. Data yang dicuri juga diduga termasuk data rahasia dari pembuat chip AS Qualcomm, yang memasok chipset untuk smartphone Samsung yang dijual di Amerika Serikat. Samsung sudah mengambil tindakan dan sedang melakukan investigasi terkait masalah ini. Menurut info, dikatakan bahwa data yang dimaksud tidak berhubungan sama sekali dengan data pelanggan. Data yang diambil hanyalah berupa data operasi milik Samsung. Kelompok hacker ini juga sudah menyebarkan data ini ke dalam telegram dalam bentuk torrent file. Belum diketahui berapa banyak data yang sudah diketahui oleh grup tersebut. Belum jelas apakah Lapsus$ meminta tebusan dari Samsung sebelum membocorkan data, seperti yang terjadi dengan tuntutan yang semakin parah yang ditujukan ke NVIDIA. Geng meminta pembuat chip A.S. untuk menonaktifkan fitur Lite Hash Rate (LHR) yang kontroversial dan menuntutnya untuk membuka sumber driver chip grafisnya untuk perangkat macOS, Windows dan Linux."
8/3/2022,Gaming,"Review singkat Gran Turismo 7, worth kah?","Intinya… Gran Turismo 7 yang baru saja dirilis menjadi salah satu permainan yang ditunggu-tunggu di tahun ini. Di ulang tahunnya yang ke 25, GT 7 menawarkan pengalaman car ‘nerd’ yang tidak biasa dan fokus soal sejarah mobil.","Salah satu game legendaris genre balapan yang biasa mewarnai masa kecil kita-kita yaitu Gran Turismo kini hadir dengan serial ‘resmi’ yang ketujuh (karena begitu banyaknya concept release dan prologue). Game yang baru saja diluncurkan beberapa hari yang lalu tepatnya tanggal 4 Maret 2022 ini menuai berbagai macam puja dan puji dari sisi penggemar berat kelas hardcore maupun casual gamer yang sudah mencoba bermain. Video game eksklusif Playstation ini hadir dengan konsep yang kurang lebih sama dari beberapa generasi pendahulu sebelumnya. Secara garis besar anda disuguhkan dengan permainan yang membutuhkan ketekunan serta kesabaran untuk membuka game progression hingga mobil-mobil langka dan yang sangat anda inginkan bisa dinikmati. Lho tapi kan bisa beli Gran Turismo Credits? Ya ini tentu membawa kita pada permasalahan (atau mungkin jalan pintas) pertama yang permainan hadirkan. Anda bisa membeli in-game credit dengan uang asli atau biasa juga disebut sebagai micro transactions. Sesuai namanya, credit dalam game bisa anda belanjakan untuk kepentingan yang anda mau seperti membeli mobil mahal. Mari kita kritis dalam hal ini. Di seri pendahulu sebelumnya seperti Gran Turismo 4 (yah keliatan udah tua), kita harus bermain 24 jam atau 8 jam jika anda bermain di B-Spec mode untuk membuka mobil seperti Polyphony Formula Gran Turismo. Ya bayangkan itu, Playstation 2 kesayangan kita sampai-sampai harus didekatkan ke kipas angin supaya tidak hang atau mati di tengah jalan. Terlepas dari cerita tersebut Gran Turismo 7 menawarkan pengalaman car ‘nerd’ atau yang bisa disebut sebagai Petrolhead di ulang tahunnya yang ke 25. Anda disuguhkan dengan pelajaran sejarah yang sangat faktual dan lengkap tentang mobil-mobil dan juga tour ke beberapa nostalgic event nya mereka di masa lampau. Semua itu dinarasikan dalam balutan manusia-manusia ‘stock image people’ yang muncul dan menceritakan semuanya. Mungkin kata-kata barusan terlalu berlebihan. Silahkan tonton video berikut jika anda ingin mengetahuinya lebih jelas. Di sudut pandang lain, mari kita turunkan tensi sejenak dan melihat sisi positif dari video game karya Kazunori Yamauci ‘Kaz’ ini. Semua gameplay masih diracik dengan bumbu yang serupa dan tidak melulu identik dengan keseriusan soundtrack Jazz Fusion yang kental pada seri-seri sebelumnya. Anda masih dihadapkan pada permainan klasik yang posisinya ada ditengah-tengah arcade dan simulator. Permainan yang menawarkan keseriusan yang lebih baik dari Forza namun tidak semeletihkan Assetto Corsa. Beberapa tantangan juga hadir khususnya di driving license test di mana anda bisa berlomba bersama teman-teman anda untuk menjadi yang terbaik. Sim Racer terkenal di Youtube Jimmy Broadbent sampai-sampai stress memainkan mode ini. Jangan lupa teliti sebelum membeli ya guys karena game ini berharga IDR 1 million"
8/3/2022,Kesehatan,Harus makan apa sih saat terkena COVID?,Intinya… daftar-daftar makanan yang dianjurkan untuk dimakan saat mengidap penyakit COVID-19.,"Siapa sih yang mau terkena COVID? Tentunya tidak seorang pun. Akan tetapi, kadang nasib berkata lain. Kita terkena COVID padahal selalu di rumah saja, atau malah tidak pernah keluar dari kamar sama sekali. Jadinya, kita harus karantina dan menjaga pola makan kita agar kita cepat sembuh dan bisa beraktifitas kembali. Tapi, suka bingung ga sih makanan apa saja yang sebaiknya kita makan saat karantina? Melansir Boldsky, Rabu (28/4/2021), konsumsi makanan yang mengandung antioksidan, mineral, dan vitamin harus menjadi hal yang utama. Vitamin C dan vitamin D harus dikonsumsi lebih dibandingkan dengan nutrisi lain. Kemudian, konsumsi makanan yang akan membantu membangun kembali otot, imunitas, dan tingkat energi. ""Mengkonsumsi sedikit coklat hitam dengan kadar 70 persen kakao, lima porsi buah, dan sayuran setiap hari adalah suatu keharusan,"" tulis situs kesehatan tersebut. Nutrisi yang penting seperti protein, karbohidrat, dan lemak semuanya berperan dalam keseimbangan nutrisi. Tetapi makanan tertentu yang lebih spesifik seperti protein tanpa lemak, buah-buahan, dan sayuran lebih dianjurkan untuk ditargetkan sebagai penyembuhan atau pencegahan infeksi. Berikut PukulEnam jabarkan makanan-makanan apa saja yang termasuk dalam nutrisi yang dibutuhkan : Protein : Ayam, Ikan, Telur, Paneer, Kedelai, Almond, Kenari, Biji Bunga Matahari, Chia Karbohidrat : Gandum Utuh, Oats, Bayam Lemak : Kacang Almond, Minyak Zaitun, Minyak Mustard Vitamin A : Hati Sapi, Ubi, Wortel, Mangga, Telur Vitamin C : Jeruk, Kiwi, Brokoli, Stroberi Vitamin D : Ikan Tuna, Yoghurt, Ikan Salmon Vitamin E : Tomat, Kacang-kacangan"
9/3/2022,Kesehatan,Syarat PCR dan Antigen untuk perjalanan resmi dihapus,"Intinya...Akhirnya untuk bepergian, kita tidak perlu menunjukkan bukti negatif COVID, tapi ada syaratnya harus sudah menerima dua atau tiga dosis vaksin.","Satuan Tugas Penanganan COVID-19 resmi menghapus persyaratan negatif COVID bagi mereka yang ingin melakukan perjalanan melalui darat, laut, dan udara. Tapi harus diingan bahwa aturan baru ini hanya berlaku untuk mereka yang sudah menerima dua atau tiga dosis vaksin. Ketentuan ini diatur melalui Surat Edaran Nomor 11 Tahun 2022 tentang Ketentuan Perjalanan Orang dalam Negeri Pada Masa Pandemi Corona Virus Disease 2019 (COVID-19) yang diteken kemarin (8/3). Informasi dari Satgas menunjukkan bahwa aturan ini akan berlaku sampai waktu yang ditentukan dan akan dievaluasi di kemudian hari. Sayangnya, kebebasan tanpa surat ini belum bisa dirasakan oleh mereka yang baru menerima satu dosis vaksin atau belum divaksin apapun alasannya, termasuk mereka yang tidak bisa divaksin karena memiliki komorbiditas. Untuk orang-orang ini, mereka masih harus menunjukkan surat bukti negatif COVID melalui tes PCR (dalam 3x24 jam) atau Antigen (dalam 1x24 jam). Aturan ini juga belum berlaku untuk transportasi perintis termasuk di wilayah perbatasan, daerah tertinggal, terdepan, terluar (3T) dan pelayaran terbatas sesuai dengan kondisi daerah masing-masing. Untuk mereka yang khawatir tentang peluang penyebaran COVID yang tidak terkontrol, dr Siti Nadia Tarmizi, juru bicara Kemenkes RI menekankan bahwa masyarakat Indonesia telah mencapai herd immunity dan hal ini telah dipertimbangkan secara matang oleh pihak terkait. Herd immunity dianggap telah terbentuk bila jumlah populasi yang telah menerima vaksin telah melewati 70%, sedangkan Indonesia telah mencapai level 71,23% pada 7 Maret lalu."
9/3/2022,Teknologi,"Hah, YouTube menawarkan US$ 300,000 kepada para podcaster untuk membuat video?!","Intinya… YouTube sedang berusaha untuk meningkatkan keseluruhan jajaran podcastnya dengan cara mengajak para podcaster untuk membuat video dengan menawarkan ‘hibah’ sebesar US$ 300,000.","YouTube menjangkau podcaster dan jaringan podcast, menawarkan “hibah” hingga $300,000 untuk menarik para podcaster membuat versi video dari acara mereka. Menurut beberapa orang yang tidak ingin disebutkan namanya karena bersifat pribadi, YouTube memperluas penawaran sebesar US$ 50,000 untuk acara individu dan US$ 200,000 hingga US$ 300,000 untuk jaringan podcast. YouTube mengatakan bahwa uang tersebut dapat membantu produser membuat versi video dari episode mereka atau membuat video jenis lain. Langkah ini diharapkan dapat membawa program yang lebih substansial ke layanan streaming milik Alphabet Inc. dan meningkatkan keseluruhan jajaran podcast-nya. Hingga saat ini, YouTube telah menjadi platform podcasting yang kuat tanpa menghabiskan banyak uang untuk formatnya. Bintang-bintang besar, seperti Joe Rogan dan H3 Team, meningkatkan pengikut mereka di layanan ini berkat algoritma penemuannya. Menurut Edison Research, mereka telah menjadi beberapa podcaster paling populer di AS. Namun, biaya untuk membangun studio, menyewa editor, dan mengembangkan saluran penayangan video yang berfungsi penuh dapat menghalangi komunikasi dan konten acara saat mengadopsi platform. Pada saat yang sama, YouTube telah membuat beberapa langkah yang menunjukkan minat yang meningkat pada ruang angkasa. Musim gugur yang lalu, YouTube menunjuk eksekutif lama, Kai Chuk, untuk memimpin upaya podcasting-nya. YouTube juga berhenti menagih pengguna di Kanada untuk fitur yang sebelumnya terbatas pada tingkat premium, serta kemampuan untuk terus mendengarkan sambil melakukan hal-hal lain di perangkat. Google menolak berkomentar atas aktivitas ini."
